env,method,seed,timestep,return,ep_length
car_flag,gaussian,0,900000,0.36049999999999993,64.95
car_flag,gaussian,0,920000,0.3375,67.25
car_flag,gaussian,0,940000,0.36,65.0
car_flag,gaussian,0,960000,0.3285,68.15
car_flag,gaussian,0,980000,0.4425,56.75
car_flag,gaussian,0,1000000,0.4800000000000001,53.0
car_flag,gaussian,1,20000,-1.2990000000000002,155.15
car_flag,gaussian,1,40000,0.1325,87.75
car_flag,gaussian,1,60000,0.36450000000000005,64.55
car_flag,gaussian,1,80000,0.4385,57.15
car_flag,gaussian,1,100000,0.40149999999999997,60.85
car_flag,gaussian,1,120000,0.40049999999999997,60.95
car_flag,gaussian,1,140000,0.393,61.7
car_flag,gaussian,1,160000,0.357,65.3
car_flag,gaussian,1,180000,0.379,63.1
car_flag,gaussian,1,200000,0.491,51.9
car_flag,gaussian,1,220000,0.4255,58.45
car_flag,gaussian,1,240000,0.4114999999999999,59.85
car_flag,gaussian,1,260000,0.4445,56.55
car_flag,gaussian,1,280000,0.383,62.7
car_flag,gaussian,1,300000,0.46849999999999997,54.15
car_flag,gaussian,1,320000,0.409,60.1
car_flag,gaussian,1,340000,0.375,63.5
car_flag,gaussian,1,360000,0.44049999999999995,56.95
car_flag,gaussian,1,380000,0.383,62.7
car_flag,gaussian,1,400000,0.418,59.2
car_flag,gaussian,1,420000,0.4445,56.55
car_flag,gaussian,1,440000,0.387,62.3
car_flag,gaussian,1,460000,0.4105,59.95
car_flag,gaussian,1,480000,0.3855,62.45
car_flag,gaussian,1,500000,0.4595000000000001,55.05
car_flag,gaussian,1,520000,0.417,59.3
car_flag,gaussian,1,540000,0.44299999999999995,56.7
car_flag,gaussian,1,560000,0.48650000000000004,52.35
car_flag,gaussian,1,580000,0.3915,61.85
car_flag,gaussian,1,600000,0.449,56.1
car_flag,gaussian,1,620000,0.3969999999999999,61.3
car_flag,gaussian,1,640000,0.38049999999999995,62.95
car_flag,gaussian,1,660000,0.366,64.4
car_flag,gaussian,1,680000,0.40449999999999997,60.55
car_flag,gaussian,1,700000,0.43949999999999995,57.05
car_flag,gaussian,1,720000,0.3625,64.75
car_flag,gaussian,1,740000,0.3995,61.05
car_flag,gaussian,1,760000,0.4594999999999999,55.05
car_flag,gaussian,1,780000,0.40149999999999997,60.85
car_flag,gaussian,1,800000,0.4539999999999999,55.6
car_flag,gaussian,1,820000,0.43899999999999995,57.1
car_flag,gaussian,1,840000,0.48299999999999993,52.7
car_flag,gaussian,1,860000,0.42300000000000004,58.7
car_flag,gaussian,1,880000,0.4455,56.45
car_flag,gaussian,1,900000,0.40549999999999997,60.45
car_flag,gaussian,1,920000,0.368,64.2
car_flag,gaussian,1,940000,0.44849999999999995,56.15
car_flag,gaussian,1,960000,0.4565,55.35
car_flag,gaussian,1,980000,0.42300000000000004,58.7
car_flag,gaussian,1,1000000,0.4765,53.35
car_flag,gaussian,2,20000,-1.3030000000000002,150.5
car_flag,gaussian,2,40000,-0.45649999999999996,96.65
car_flag,gaussian,2,60000,-0.3895,59.95
car_flag,gaussian,2,80000,0.2839999999999999,52.6
car_flag,gaussian,2,100000,0.08500000000000003,52.5
car_flag,gaussian,2,120000,0.26,55.0
car_flag,gaussian,2,140000,0.3625,54.75
car_flag,gaussian,2,160000,0.29900000000000004,51.1
car_flag,gaussian,2,180000,0.21049999999999996,59.95
car_flag,gaussian,2,200000,0.41999999999999993,49.0
car_flag,gaussian,2,220000,0.36950000000000005,54.05
car_flag,gaussian,2,240000,0.33699999999999997,57.3
car_flag,gaussian,2,260000,0.32900000000000007,58.1
car_flag,gaussian,2,280000,0.42000000000000004,59.0
car_flag,gaussian,2,300000,0.25650000000000006,65.35
car_flag,gaussian,2,320000,0.24899999999999997,66.1
car_flag,gaussian,2,340000,0.403,60.7
car_flag,gaussian,2,360000,0.2975,71.25
car_flag,gaussian,2,380000,0.4385,57.15
car_flag,gaussian,2,400000,0.39299999999999996,61.7
car_flag,gaussian,2,420000,0.40149999999999997,60.85
car_flag,gaussian,2,440000,0.40249999999999997,60.75
car_flag,gaussian,2,460000,0.438,57.2
car_flag,gaussian,2,480000,0.38700000000000007,62.3
car_flag,gaussian,2,500000,0.38950000000000007,62.05
car_flag,gaussian,2,520000,0.4654999999999999,54.45
car_flag,gaussian,2,540000,0.43000000000000005,58.0
car_flag,gaussian,2,560000,0.45,56.0
car_flag,gaussian,2,580000,0.4010000000000001,60.9
car_flag,gaussian,2,600000,0.4680000000000001,54.2
car_flag,gaussian,2,620000,0.5135,49.65
car_flag,gaussian,2,640000,0.385,62.5
car_flag,gaussian,2,660000,0.43549999999999994,57.45
car_flag,gaussian,2,680000,0.3505,65.95
car_flag,gaussian,2,700000,0.364,64.6
car_flag,gaussian,2,720000,0.346,66.4
car_flag,gaussian,2,740000,0.49750000000000005,51.25
car_flag,gaussian,2,760000,0.3915,61.85
car_flag,gaussian,2,780000,0.387,62.3
car_flag,gaussian,2,800000,0.40549999999999997,60.45
car_flag,gaussian,2,820000,0.40650000000000003,60.35
car_flag,gaussian,2,840000,0.403,60.7
car_flag,gaussian,2,860000,0.39049999999999996,61.95
car_flag,gaussian,2,880000,0.36300000000000004,64.7
car_flag,gaussian,2,900000,0.3175,69.25
car_flag,gaussian,2,920000,0.3015,70.85
car_flag,gaussian,2,940000,0.39499999999999996,61.5
car_flag,gaussian,2,960000,0.36150000000000004,64.85
car_flag,gaussian,2,980000,0.49000000000000005,52.0
car_flag,gaussian,2,1000000,0.5075000000000001,50.25
car_flag,gaussian,3,20000,-0.718,92.8
car_flag,gaussian,3,40000,-0.545,65.5
car_flag,gaussian,3,60000,-0.6695,47.95
car_flag,gaussian,3,80000,-0.717,42.7
car_flag,gaussian,3,100000,-0.301,41.1
car_flag,gaussian,3,120000,-0.19599999999999995,40.6
car_flag,gaussian,3,140000,-0.372,38.2
car_flag,gaussian,3,160000,-0.17049999999999998,38.05
car_flag,gaussian,3,180000,-0.1665,37.65
car_flag,gaussian,3,200000,-0.47000000000000003,38.0
car_flag,gaussian,3,220000,-0.375,38.5
car_flag,gaussian,3,240000,-0.5660000000000001,37.6
car_flag,gaussian,3,260000,-0.4685,37.85
car_flag,gaussian,3,280000,-0.16799999999999998,37.8
car_flag,gaussian,3,300000,-0.17049999999999996,38.05
car_flag,gaussian,3,320000,-0.4655,37.55
car_flag,gaussian,3,340000,-0.7710000000000001,38.1
car_flag,gaussian,3,360000,-0.15950000000000003,36.95
car_flag,gaussian,3,380000,0.030500000000000017,37.95
car_flag,gaussian,3,400000,-0.075,38.5
car_flag,gaussian,3,420000,-0.269,37.9
car_flag,gaussian,3,440000,-0.2695,37.95
car_flag,gaussian,3,460000,-0.4624999999999999,37.25
car_flag,gaussian,3,480000,0.03450000000000001,37.55
car_flag,gaussian,3,500000,-0.1769999999999999,38.7
car_flag,gaussian,3,520000,-0.6725,38.25
car_flag,gaussian,3,540000,-0.47350000000000003,38.35
car_flag,gaussian,3,560000,-0.4755,38.55
car_flag,gaussian,3,580000,-0.8634999999999999,37.35
car_flag,gaussian,3,600000,-0.5655,37.55
car_flag,gaussian,3,620000,-0.567,37.7
car_flag,gaussian,3,640000,-0.37349999999999994,38.35
car_flag,gaussian,3,660000,-0.7685000000000001,37.85
car_flag,gaussian,3,680000,-0.567,37.7
car_flag,gaussian,3,700000,-0.06599999999999999,37.6
car_flag,gaussian,3,720000,-0.15700000000000003,36.7
car_flag,gaussian,3,740000,-0.06750000000000003,37.75
car_flag,gaussian,3,760000,0.3355,37.45
car_flag,gaussian,3,780000,0.04100000000000002,36.9
car_flag,gaussian,3,800000,-0.36500000000000005,37.5
car_flag,gaussian,3,820000,-0.261,37.1
car_flag,gaussian,3,840000,-0.362,37.2
car_flag,gaussian,3,860000,-0.4675000000000001,37.75
car_flag,gaussian,3,880000,-0.361,37.1
car_flag,gaussian,3,900000,-0.4685,37.85
car_flag,gaussian,3,920000,-0.465,37.5
car_flag,gaussian,3,940000,-0.265,37.5
car_flag,gaussian,3,960000,-0.561,37.1
car_flag,gaussian,3,980000,-0.26850000000000007,37.85
car_flag,gaussian,3,1000000,-0.26200000000000007,37.2
car_flag,gaussian,4,20000,-1.1445000000000003,85.45
car_flag,gaussian,4,40000,-0.4135000000000001,62.35
car_flag,gaussian,4,60000,-0.851,46.1
car_flag,gaussian,4,80000,-0.615,42.5
car_flag,gaussian,4,100000,-0.6785,38.85
car_flag,gaussian,4,120000,-0.7699999999999998,38.0
car_flag,gaussian,4,140000,-0.3785,38.85
car_flag,gaussian,4,160000,-0.766,37.6
car_flag,gaussian,4,180000,-0.16750000000000004,37.75
car_flag,gaussian,4,200000,-0.6679999999999999,37.8
car_flag,gaussian,4,220000,0.033999999999999954,37.6
car_flag,gaussian,4,240000,-0.361,37.1
car_flag,gaussian,4,260000,-0.667,37.7
car_flag,gaussian,4,280000,-0.368,37.8
car_flag,gaussian,4,300000,-0.3555,36.55
car_flag,gaussian,4,320000,-0.3555000000000001,36.55
car_flag,gaussian,4,340000,-0.5645,37.45
car_flag,gaussian,4,360000,-0.0595,36.95
car_flag,gaussian,4,380000,-0.664,37.4
car_flag,gaussian,4,400000,-0.15450000000000003,36.45
car_flag,gaussian,4,420000,-0.16450000000000004,37.45
car_flag,gaussian,4,440000,-0.569,37.9
car_flag,gaussian,4,460000,-0.0705,38.05
car_flag,gaussian,4,480000,-0.5734999999999999,38.35
car_flag,gaussian,4,500000,-0.8730000000000002,38.3
car_flag,gaussian,4,520000,-0.5635000000000001,37.35
car_flag,gaussian,4,540000,-0.16749999999999995,37.75
car_flag,gaussian,4,560000,-0.26800000000000007,37.8
car_flag,gaussian,4,580000,-0.06800000000000002,37.8
car_flag,gaussian,4,600000,-0.0605,37.05
car_flag,gaussian,4,620000,-0.45999999999999996,37.0
car_flag,gaussian,4,640000,0.12999999999999998,38.0
car_flag,gaussian,4,660000,-0.16999999999999998,38.0
car_flag,gaussian,4,680000,-0.26649999999999996,37.65
car_flag,gaussian,4,700000,-0.36849999999999994,37.85
car_flag,gaussian,4,720000,-0.06300000000000003,37.3
car_flag,gaussian,4,740000,-0.5755,38.55
car_flag,gaussian,4,760000,-0.46349999999999997,37.35
car_flag,gaussian,4,780000,-0.07249999999999998,38.25
car_flag,gaussian,4,800000,-0.372,38.2
car_flag,gaussian,4,820000,-0.4625,37.25
car_flag,gaussian,4,840000,-0.5704999999999999,38.05
car_flag,gaussian,4,860000,-0.46349999999999997,37.35
car_flag,gaussian,4,880000,-0.3649999999999999,37.5
car_flag,gaussian,4,900000,-0.764,37.4
car_flag,gaussian,4,920000,-0.26050000000000006,37.05
car_flag,gaussian,4,940000,-0.363,37.3
car_flag,gaussian,4,960000,-0.4590000000000001,36.9
car_flag,gaussian,4,980000,-0.26699999999999996,37.7
car_flag,gaussian,4,1000000,-0.6519999999999999,36.2
car_flag,gaussian,5,20000,-0.64,134.7
car_flag,gaussian,5,40000,-0.2985000000000001,105.8
car_flag,gaussian,5,60000,0.13200000000000003,67.8
car_flag,gaussian,5,80000,0.3954999999999999,61.45
car_flag,gaussian,5,100000,0.524,48.6
car_flag,gaussian,5,120000,0.4109999999999999,59.9
car_flag,gaussian,5,140000,0.44349999999999995,56.65
car_flag,gaussian,5,160000,0.33449999999999996,67.55
car_flag,gaussian,5,180000,0.3465,66.35
car_flag,gaussian,5,200000,0.3995000000000001,61.05
car_flag,gaussian,5,220000,0.45200000000000007,55.8
car_flag,gaussian,5,240000,0.336,67.4
car_flag,gaussian,5,260000,0.3475,66.25
car_flag,gaussian,5,280000,0.34900000000000003,66.1
car_flag,gaussian,5,300000,0.34450000000000003,66.55
car_flag,gaussian,5,320000,0.4615,54.85
car_flag,gaussian,5,340000,0.4175000000000001,59.25
car_flag,gaussian,5,360000,0.38,63.0
car_flag,gaussian,5,380000,0.49000000000000005,52.0
car_flag,gaussian,5,400000,0.43200000000000005,57.8
car_flag,gaussian,5,420000,0.4325,57.75
car_flag,gaussian,5,440000,0.39049999999999996,61.95
car_flag,gaussian,5,460000,0.45150000000000007,55.85
car_flag,gaussian,5,480000,0.42299999999999993,58.7
car_flag,gaussian,5,500000,0.3585,65.15
car_flag,gaussian,5,520000,0.5229999999999999,48.7
car_flag,gaussian,5,540000,0.34900000000000003,66.1
car_flag,gaussian,5,560000,0.373,63.7
car_flag,gaussian,5,580000,0.3125,69.75
car_flag,gaussian,5,600000,0.39249999999999996,61.75
car_flag,gaussian,5,620000,0.4375000000000001,57.25
car_flag,gaussian,5,640000,0.54,47.0
car_flag,gaussian,5,660000,0.3935,61.65
car_flag,gaussian,5,680000,0.472,53.8
car_flag,gaussian,5,700000,0.37,64.0
car_flag,gaussian,5,720000,0.38999999999999996,62.0
car_flag,gaussian,5,740000,0.3145,69.55
car_flag,gaussian,5,760000,0.38449999999999995,62.55
car_flag,gaussian,5,780000,0.46049999999999996,54.95
car_flag,gaussian,5,800000,0.297,71.3
car_flag,gaussian,5,820000,0.4415,56.85
car_flag,gaussian,5,840000,0.471,53.9
car_flag,gaussian,5,860000,0.275,73.5
car_flag,gaussian,5,880000,0.45750000000000013,55.25
car_flag,gaussian,5,900000,0.425,58.5
car_flag,gaussian,5,920000,0.35700000000000004,65.3
car_flag,gaussian,5,940000,0.4715,53.85
car_flag,gaussian,5,960000,0.3885,62.15
car_flag,gaussian,5,980000,0.43550000000000005,57.45
car_flag,gaussian,5,1000000,0.40549999999999997,60.45
car_flag,gaussian,6,20000,-0.6705000000000001,122.6
car_flag,gaussian,6,40000,0.05450000000000001,95.55
car_flag,gaussian,6,60000,0.3430000000000001,66.7
car_flag,gaussian,6,80000,0.32799999999999996,68.2
car_flag,gaussian,6,100000,0.3115,69.85
car_flag,gaussian,6,120000,0.4085,60.15
car_flag,gaussian,6,140000,0.3685,64.15
car_flag,gaussian,6,160000,0.3835,62.65
car_flag,gaussian,6,180000,0.3665,64.35
car_flag,gaussian,6,200000,0.403,60.7
car_flag,gaussian,6,220000,0.4535,55.65
car_flag,gaussian,6,240000,0.4035,60.65
car_flag,gaussian,6,260000,0.514,49.6
car_flag,gaussian,6,280000,0.3925,61.75
car_flag,gaussian,6,300000,0.3175,69.25
car_flag,gaussian,6,320000,0.4025,60.75
car_flag,gaussian,6,340000,0.4965,51.35
car_flag,gaussian,6,360000,0.4245,58.55
car_flag,gaussian,6,380000,0.33449999999999996,67.55
car_flag,gaussian,6,400000,0.32599999999999996,68.4
car_flag,gaussian,6,420000,0.48550000000000004,52.45
car_flag,gaussian,6,440000,0.39899999999999997,61.1
car_flag,gaussian,6,460000,0.4455,56.45
car_flag,gaussian,6,480000,0.37300000000000005,63.7
car_flag,gaussian,6,500000,0.3565,65.35
car_flag,gaussian,6,520000,0.45499999999999996,55.5
car_flag,gaussian,6,540000,0.43200000000000005,57.8
car_flag,gaussian,6,560000,0.288,72.2
car_flag,gaussian,6,580000,0.4255,58.45
car_flag,gaussian,6,600000,0.3795,63.05
car_flag,gaussian,6,620000,0.4085,60.15
car_flag,gaussian,6,640000,0.5349999999999999,47.5
car_flag,gaussian,6,660000,0.506,50.4
car_flag,gaussian,6,680000,0.34550000000000003,66.45
car_flag,gaussian,6,700000,0.4305,57.95
car_flag,gaussian,6,720000,0.38,63.0
car_flag,gaussian,6,740000,0.442,56.8
car_flag,gaussian,6,760000,0.44400000000000006,56.6
car_flag,gaussian,6,780000,0.44049999999999995,56.95
car_flag,gaussian,6,800000,0.454,55.6
car_flag,gaussian,6,820000,0.372,63.8
car_flag,gaussian,6,840000,0.402,60.8
car_flag,gaussian,6,860000,0.4175000000000001,59.25
car_flag,gaussian,6,880000,0.44350000000000006,56.65
car_flag,gaussian,6,900000,0.384,62.6
car_flag,gaussian,6,920000,0.4715,53.85
car_flag,gaussian,6,940000,0.425,58.5
car_flag,gaussian,6,960000,0.3695,64.05
car_flag,gaussian,6,980000,0.5029999999999999,50.7
car_flag,gaussian,6,1000000,0.2875,72.25
car_flag,gaussian,7,20000,-0.923,93.3
car_flag,gaussian,7,40000,-0.5449999999999999,65.5
car_flag,gaussian,7,60000,-0.28250000000000003,49.25
car_flag,gaussian,7,80000,-0.726,43.6
car_flag,gaussian,7,100000,-0.29999999999999993,41.0
car_flag,gaussian,7,120000,-0.19399999999999992,40.4
car_flag,gaussian,7,140000,-0.27799999999999997,38.8
car_flag,gaussian,7,160000,-0.571,38.1
car_flag,gaussian,7,180000,0.01150000000000002,39.85
car_flag,gaussian,7,200000,-0.187,39.7
car_flag,gaussian,7,220000,-0.277,38.7
car_flag,gaussian,7,240000,-0.38,39.0
car_flag,gaussian,7,260000,-0.5880000000000001,39.8
car_flag,gaussian,7,280000,-0.3909999999999999,40.1
car_flag,gaussian,7,300000,-0.1879999999999999,39.8
car_flag,gaussian,7,320000,0.01600000000000002,39.4
car_flag,gaussian,7,340000,-0.5840000000000001,39.4
car_flag,gaussian,7,360000,-0.09449999999999999,40.45
car_flag,gaussian,7,380000,-0.5879999999999999,39.8
car_flag,gaussian,7,400000,-0.6855,39.55
car_flag,gaussian,7,420000,-0.39049999999999996,40.05
car_flag,gaussian,7,440000,-0.47250000000000003,38.25
car_flag,gaussian,7,460000,-0.3685,37.85
car_flag,gaussian,7,480000,0.027999999999999987,38.2
car_flag,gaussian,7,500000,-0.4725,38.25
car_flag,gaussian,7,520000,-0.665,37.5
car_flag,gaussian,7,540000,-0.264,37.4
car_flag,gaussian,7,560000,-0.3665,37.65
car_flag,gaussian,7,580000,-0.7645,37.45
car_flag,gaussian,7,600000,-0.05800000000000003,36.8
car_flag,gaussian,7,620000,-0.26749999999999996,37.75
car_flag,gaussian,7,640000,-0.273,38.3
car_flag,gaussian,7,660000,0.028499999999999998,38.15
car_flag,gaussian,7,680000,-0.5805,39.05
car_flag,gaussian,7,700000,-0.07450000000000004,38.45
car_flag,gaussian,7,720000,-0.47750000000000004,38.75
car_flag,gaussian,7,740000,-0.7735000000000001,38.35
car_flag,gaussian,7,760000,-0.384,39.4
car_flag,gaussian,7,780000,-0.36900000000000005,37.9
car_flag,gaussian,7,800000,-0.07400000000000001,38.4
car_flag,gaussian,7,820000,-0.17149999999999999,38.15
car_flag,gaussian,7,840000,-0.4835000000000001,39.35
car_flag,gaussian,7,860000,-0.27,38.0
car_flag,gaussian,7,880000,-0.4805,39.05
car_flag,gaussian,7,900000,-0.6805000000000001,39.05
car_flag,gaussian,7,920000,-0.37450000000000006,38.45
car_flag,gaussian,7,940000,-0.3795,38.95
car_flag,gaussian,7,960000,-0.2740000000000001,38.4
car_flag,gaussian,7,980000,-0.288,39.8
car_flag,gaussian,7,1000000,-0.5765,38.65
car_flag,gaussian,8,20000,-0.796,110.6
car_flag,gaussian,8,40000,-0.65,66.0
car_flag,gaussian,8,60000,-0.6959999999999998,50.6
car_flag,gaussian,8,80000,-0.22100000000000003,43.1
car_flag,gaussian,8,100000,-0.22000000000000003,43.0
car_flag,gaussian,8,120000,-0.6775,38.75
car_flag,gaussian,8,140000,-0.1155,42.55
car_flag,gaussian,8,160000,-0.1275,43.75
car_flag,gaussian,8,180000,-0.45149999999999996,36.15
car_flag,gaussian,8,200000,-0.5005000000000001,41.05
car_flag,gaussian,8,220000,-0.269,37.9
car_flag,gaussian,8,240000,-0.1165,42.65
car_flag,gaussian,8,260000,-0.04800000000000003,45.8
car_flag,gaussian,8,280000,-0.22050000000000006,43.05
car_flag,gaussian,8,300000,-0.4405,45.05
car_flag,gaussian,8,320000,-0.23599999999999993,44.6
car_flag,gaussian,8,340000,0.07500000000000001,53.5
car_flag,gaussian,8,360000,0.09149999999999998,41.85
car_flag,gaussian,8,380000,-0.06350000000000001,47.35
car_flag,gaussian,8,400000,-0.28,49.0
car_flag,gaussian,8,420000,-0.21749999999999997,52.75
car_flag,gaussian,8,440000,0.205,50.5
car_flag,gaussian,8,460000,-0.04150000000000001,45.15
car_flag,gaussian,8,480000,0.06150000000000001,44.85
car_flag,gaussian,8,500000,0.2505,45.95
car_flag,gaussian,8,520000,0.0665,54.35
car_flag,gaussian,8,540000,0.11599999999999999,49.4
car_flag,gaussian,8,560000,0.22300000000000003,48.7
car_flag,gaussian,8,580000,0.19750000000000004,41.25
car_flag,gaussian,8,600000,-0.04850000000000003,45.85
car_flag,gaussian,8,620000,0.31750000000000006,49.25
car_flag,gaussian,8,640000,0.20049999999999998,50.95
car_flag,gaussian,8,660000,0.36050000000000004,44.95
car_flag,gaussian,8,680000,0.016499999999999994,49.35
car_flag,gaussian,8,700000,0.179,43.1
car_flag,gaussian,8,720000,-0.19150000000000003,50.15
car_flag,gaussian,8,740000,0.1265,48.35
car_flag,gaussian,8,760000,-0.12650000000000003,43.65
car_flag,gaussian,8,780000,0.4025,50.75
car_flag,gaussian,8,800000,0.03749999999999999,47.25
car_flag,gaussian,8,820000,0.261,44.9
car_flag,gaussian,8,840000,0.17750000000000005,53.25
car_flag,gaussian,8,860000,0.2665,54.35
car_flag,gaussian,8,880000,0.53,48.0
car_flag,gaussian,8,900000,0.128,48.2
car_flag,gaussian,8,920000,0.22949999999999998,58.05
car_flag,gaussian,8,940000,0.2185,49.15
car_flag,gaussian,8,960000,0.08349999999999999,52.65
car_flag,gaussian,8,980000,0.2740000000000001,53.6
car_flag,gaussian,8,1000000,0.0875,42.25
car_flag,gaussian,9,20000,-0.43549999999999994,114.25
car_flag,gaussian,9,40000,0.05,96.0
car_flag,gaussian,9,60000,0.371,63.9
car_flag,gaussian,9,80000,0.2885,72.15
car_flag,gaussian,9,100000,0.3615,64.85
car_flag,gaussian,9,120000,0.48900000000000005,52.1
car_flag,gaussian,9,140000,0.475,53.5
car_flag,gaussian,9,160000,0.418,59.2
car_flag,gaussian,9,180000,0.4295,58.05
car_flag,gaussian,9,200000,0.40750000000000003,60.25
car_flag,gaussian,9,220000,0.3765,63.35
car_flag,gaussian,9,240000,0.43,58.0
car_flag,gaussian,9,260000,0.48050000000000004,52.95
car_flag,gaussian,9,280000,0.42349999999999993,58.65
car_flag,gaussian,9,300000,0.44650000000000006,56.35
car_flag,gaussian,9,320000,0.3545,65.55
car_flag,gaussian,9,340000,0.5284999999999999,48.15
car_flag,gaussian,9,360000,0.40750000000000003,60.25
car_flag,gaussian,9,380000,0.393,61.7
car_flag,gaussian,9,400000,0.442,56.8
car_flag,gaussian,9,420000,0.4,61.0
car_flag,gaussian,9,440000,0.3545,65.55
car_flag,gaussian,9,460000,0.5085,50.15
car_flag,gaussian,9,480000,0.3895,62.05
car_flag,gaussian,9,500000,0.388,62.2
car_flag,gaussian,9,520000,0.445,56.5
car_flag,gaussian,9,540000,0.4375,57.25
car_flag,gaussian,9,560000,0.4405,56.95
car_flag,gaussian,9,580000,0.34400000000000003,66.6
car_flag,gaussian,9,600000,0.371,63.9
car_flag,gaussian,9,620000,0.4125,59.75
car_flag,gaussian,9,640000,0.4605,54.95
car_flag,gaussian,9,660000,0.35150000000000003,65.85
car_flag,gaussian,9,680000,0.4035000000000001,60.65
car_flag,gaussian,9,700000,0.4885,52.15
car_flag,gaussian,9,720000,0.40800000000000003,60.2
car_flag,gaussian,9,740000,0.406,60.4
car_flag,gaussian,9,760000,0.3815,62.85
car_flag,gaussian,9,780000,0.42800000000000005,58.2
car_flag,gaussian,9,800000,0.338,67.2
car_flag,gaussian,9,820000,0.51,50.0
car_flag,gaussian,9,840000,0.37350000000000005,63.65
car_flag,gaussian,9,860000,0.34650000000000003,66.35
car_flag,gaussian,9,880000,0.45549999999999996,55.45
car_flag,gaussian,9,900000,0.4085,60.15
car_flag,gaussian,9,920000,0.4925,51.75
car_flag,gaussian,9,940000,0.4225,58.75
car_flag,gaussian,9,960000,0.43800000000000006,57.2
car_flag,gaussian,9,980000,0.41950000000000004,59.05
car_flag,gaussian,9,1000000,0.40650000000000003,60.35
car_flag,kmoments,0,20000,-0.921,142.6
car_flag,kmoments,0,40000,-0.11499999999999999,107.45
car_flag,kmoments,0,60000,0.28300000000000003,72.7
car_flag,kmoments,0,80000,0.32800000000000007,68.2
car_flag,kmoments,0,100000,0.4145,59.55
car_flag,kmoments,0,120000,0.418,59.2
car_flag,kmoments,0,140000,0.3765,63.35
car_flag,kmoments,0,160000,0.46749999999999997,54.25
car_flag,kmoments,0,180000,0.40700000000000003,60.3
car_flag,kmoments,0,200000,0.3665,64.35
car_flag,kmoments,0,220000,0.39649999999999996,61.35
car_flag,kmoments,0,240000,0.5125,49.75
car_flag,kmoments,0,260000,0.372,63.8
car_flag,kmoments,0,280000,0.366,64.4
car_flag,kmoments,0,300000,0.3325,67.75
car_flag,kmoments,0,320000,0.4325,57.75
car_flag,kmoments,0,340000,0.385,62.5
car_flag,kmoments,0,360000,0.41150000000000003,59.85
car_flag,kmoments,0,380000,0.4095,60.05
car_flag,kmoments,0,400000,0.4025,60.75
car_flag,kmoments,0,420000,0.4585,55.15
car_flag,kmoments,0,440000,0.39749999999999996,61.25
car_flag,kmoments,0,460000,0.396,61.4
car_flag,kmoments,0,480000,0.389,62.1
car_flag,kmoments,0,500000,0.388,62.2
car_flag,kmoments,0,520000,0.38249999999999995,62.75
car_flag,kmoments,0,540000,0.46349999999999997,54.65
car_flag,kmoments,0,560000,0.42749999999999994,58.25
car_flag,kmoments,0,580000,0.4,61.0
car_flag,kmoments,0,600000,0.359,65.1
car_flag,kmoments,0,620000,0.446,56.4
car_flag,kmoments,0,640000,0.413,59.7
car_flag,kmoments,0,660000,0.4495,56.05
car_flag,kmoments,0,680000,0.3425,66.75
car_flag,kmoments,0,700000,0.323,68.7
car_flag,kmoments,0,720000,0.354,65.6
car_flag,kmoments,0,740000,0.342,66.8
car_flag,kmoments,0,760000,0.44800000000000006,56.2
car_flag,kmoments,0,780000,0.404,60.6
car_flag,kmoments,0,800000,0.4565,55.35
car_flag,kmoments,0,820000,0.421,58.9
car_flag,kmoments,0,840000,0.41050000000000003,59.95
car_flag,kmoments,0,860000,0.47050000000000003,53.95
car_flag,kmoments,0,880000,0.4165,59.35
car_flag,kmoments,0,900000,0.3769999999999999,63.3
car_flag,kmoments,0,920000,0.3555,65.45
car_flag,kmoments,0,940000,0.3735,63.65
car_flag,kmoments,0,960000,0.34450000000000003,66.55
car_flag,kmoments,0,980000,0.44750000000000006,56.25
car_flag,kmoments,0,1000000,0.48050000000000004,52.95
car_flag,kmoments,1,20000,-0.586,94.45
car_flag,kmoments,1,40000,0.03150000000000001,92.8
car_flag,kmoments,1,60000,0.344,66.6
car_flag,kmoments,1,80000,0.41550000000000004,59.45
car_flag,kmoments,1,100000,0.38750000000000007,62.25
car_flag,kmoments,1,120000,0.39200000000000007,61.8
car_flag,kmoments,1,140000,0.40099999999999997,60.9
car_flag,kmoments,1,160000,0.368,64.2
car_flag,kmoments,1,180000,0.38699999999999996,62.3
car_flag,kmoments,1,200000,0.496,51.4
car_flag,kmoments,1,220000,0.42700000000000005,58.3
car_flag,kmoments,1,240000,0.41200000000000003,59.8
car_flag,kmoments,1,260000,0.442,56.8
car_flag,kmoments,1,280000,0.3830000000000001,62.7
car_flag,kmoments,1,300000,0.4704999999999999,53.95
car_flag,kmoments,1,320000,0.4135,59.65
car_flag,kmoments,1,340000,0.3705,63.95
car_flag,kmoments,1,360000,0.44349999999999995,56.65
car_flag,kmoments,1,380000,0.379,63.1
car_flag,kmoments,1,400000,0.4215,58.85
car_flag,kmoments,1,420000,0.44800000000000006,56.2
car_flag,kmoments,1,440000,0.381,62.9
car_flag,kmoments,1,460000,0.4065,60.35
car_flag,kmoments,1,480000,0.37500000000000006,63.5
car_flag,kmoments,1,500000,0.46099999999999997,54.9
car_flag,kmoments,1,520000,0.4145,59.55
car_flag,kmoments,1,540000,0.44049999999999995,56.95
car_flag,kmoments,1,560000,0.5029999999999999,50.7
car_flag,kmoments,1,580000,0.37700000000000006,63.3
